time	0h	0h	0h	4h	4h	4h	12h	12h	12h	12h	24h	24h	24h
33401	0.123939581	0.583855747	0.432554173	0.64011161	0.532974395	0.148422882	0.293654323	0.47906792	0.078941258	0.507471261	0.247276528	0.083691025	0.708074493
33006	0.363725533	0.534108079	0.66548692	0.857941535	0.976369715	0.263523241	0.714473237	0.306882057	0.523062305	0.034902133	0.170125627	0.061603271	0.598747329
32528	0.883252726	0.448728813	0.693964903	0.667809162	0.707081	0.100537629	0.390912119	0.962499418	0.050724339	0.093885487	0.617032821	0.630694903	0.78236655
32247	0.896924741	0.432127067	0.992203678	0.389095366	0.90635037	0.589866033	0.635574232	0.449104432	0.170825973	0.480472916	0.838471422	0.427260625	0.359515751
31960	0.370835179	0.496768041	0.902643471	0.375830192	0.181957154	0.402360922	0.294626424	0.901901735	0.209540219	0.608444465	0.894988048	0.71923656	0.622054374
31756	0.733838279	0.880243914	0.50638164	0.615420017	0.096978158	0.161948184	0.635367219	0.377648078	0.278963588	0.856768298	0.543683985	0.664663496	0.950648663
31695	0.862133076	0.873342938	0.641221867	0.384594659	0.714946302	0.736403859	0.181760739	0.850542145	0.803179169	0.443996169	0.305323166	0.970464639	0.020127704
31688	0.881370462	0.090549154	0.919108739	0.024638183	0.59801379	0.47064815	0.458626185	0.79699678	0.638021378	0.760801099	0.813199964	0.428619142	0.99166085
31664	0.84587724	0.872758009	0.318498635	0.978644978	0.735738178	0.30301409	0.053909224	0.751757035	0.527389872	0.591864354	0.047149741	0.503054693	0.493022103
31599	0.377128154	0.58665505	0.70695172	0.845981939	0.815987761	0.033490461	0.327506592	0.3317266	0.104823396	0.039250359	0.34482704	0.695271248	0.608601621
31556	0.316679322	0.701127997	0.060578902	0.758165646	0.602615569	0.3922801	0.084626439	0.461160085	0.33673692	0.381157581	0.639270886	0.530947624	0.678699644
31408	0.331921364	0.608723234	0.540148487	0.756670597	0.834705214	0.883847058	0.267330302	0.456370149	0.307408799	0.384044164	0.020895177	0.196441496	0.895427555
31359	0.337654941	0.985525516	0.857271697	0.749281842	0.921797136	0.779650076	0.299660499	0.57971035	0.469828455	0.751740945	0.894257623	0.87142657	0.782094003
31357	0.959197953	0.066486898	0.65413065	0.387144642	0.669340174	0.851983707	0.4395339	0.955434315	0.873382529	0.207214492	0.282662784	0.249879906	0.992567582
31285	0.639215884	0.833343017	0.867642169	0.836807018	0.062737016	0.435720804	0.866674824	0.802214639	0.47567746	0.633924548	0.343696067	0.446172949	0.46255322
31223	0.756150222	0.159553304	0.446049508	0.184623105	0.941232569	0.471298675	0.721501403	0.387828907	0.828410072	0.393795392	0.767499048	0.969733308	0.025634846
31169	0.440006002	0.879166049	0.06874327	0.312710265	0.769702967	0.472059415	0.689235966	0.99012875	0.790489919	0.419142975	0.757208521	0.564456643	0.857546803
25321	0.946668192	0.322722458	0.802757058	0.579857961	0.540434793	0.762647746	0.504668043	0.041854584	0.767061188	0.474724437	0.056082509	0.709540468	0.452385079
23635	0.086309604	0.680961674	0.171574185	0.812614817	0.67895855	0.004284194	0.774320389	0.549122974	0.282531354	0.814377043	0.851550702	0.846044497	0.656653947
23001	0.830652672	0.806039417	0.853870823	0.059338994	0.462123973	0.515287507	0.114033984	0.499377921	0.086102943	0.412446138	0.977186127	0.920167867	0.9658033
22885	0.962732087	0.470044445	0.828909199	0.267473299	0.002975797	0.169709132	0.222187143	0.0613116	0.625283111	0.356906948	0.426568686	0.906688327	0.219509444
22735	0.460244294	0.518367263	0.50163549	0.308083236	0.314351108	0.651875186	0.432975299	0.146438333	0.594721439	0.31546634	0.515597185	0.562400277	0.367497341
22444	0.699135882	0.077530587	0.301551386	0.066124571	0.825998371	0.186933886	0.95063516	0.094192544	0.536569451	0.35074049	0.667138596	0.749383858	0.679710861
21802	0.39076983	0.339890234	0.881111887	0.420313167	0.611617101	0.922188666	0.728629248	0.271686713	0.347424729	0.576768605	0.75272953	0.60959125	0.626560831
21683	0.924718996	0.330245051	0.421748216	0.848427159	0.935283906	0.856794277	0.349327807	0.584398335	0.851105665	0.591408305	0.167235266	0.642535002	0.610178274
20903	0.837844412	0.757213291	0.998484313	0.794758215	0.662870074	0.163834339	0.046861427	0.222826065	0.416918371	0.650560587	0.494080022	0.070177787	0.80568406
18082	0.076630692	0.25282708	0.540578241	0.327483517	0.14509993	0.793985694	0.122197227	0.531655157	0.158999639	0.61871442	0.963552906	0.127540528	0.659571911
18002	0.548775183	0.632588967	0.780033174	0.9487877	0.686018871	0.983836997	0.988081918	0.667260893	0.826920471	0.619610885	0.18457887	0.741384231	0.54549483
17664	0.251520575	0.508347338	0.580910277	0.177257831	0.531240214	0.384624419	0.779990018	0.98183451	0.894932372	0.443709365	0.137537807	0.70934694	0.545508558
17651	0.72705028	0.848140844	0.93451192	0.321454565	0.43482155	0.770829686	0.869806157	0.035755065	0.247612416	0.1238423	0.771787669	0.758084536	0.248198783
17463	0.464338933	0.958390249	0.128696285	0.352518645	0.95800712	0.471364832	0.499966256	0.430810226	0.875701492	0.2632304	0.172778894	0.389155146	0.314122741
17144	0.630504408	0.430440963	0.226269836	0.205651585	0.216879418	0.268328277	0.476076846	0.826128037	0.160141137	0.043092409	0.804886904	0.958426235	0.169299472
17076	0.543752917	0.773548799	0.165444132	0.698858023	0.319336323	0.591952398	0.402539229	0.076713354	0.822596225	0.094040543	0.096291174	0.890682116	0.301285973
17068	0.95858794	0.103476777	0.282601984	0.104405224	0.05112804	0.553447542	0.434233671	0.33518039	0.682915277	0.664239507	0.877464843	0.485132345	0.279716965
16947	0.536658888	0.926488909	0.71059982	0.100692274	0.121584308	0.534347992	0.696562873	0.524726056	0.39346567	0.700128866	0.914485773	0.781701167	0.317896443
16809	0.814065868	0.155312956	0.78068204	0.903109315	0.858776504	0.924482054	0.769170658	0.679968351	0.429232127	0.451585922	0.713043957	0.881555534	0.536469722
16794	0.043142201	0.685117342	0.62581923	0.309107706	0.108351745	0.990461664	0.208985489	0.85073712	0.99754758	0.002701118	0.510038442	0.250089861	0.850967164
16788	0.360535804	0.257134336	0.868499833	0.237725663	0.828059438	0.396188133	0.235044631	0.577412708	0.509815563	0.586473308	0.474711739	0.432655923	0.51924114
16572	0.416263197	0.682044283	0.412242674	0.560507607	0.082208563	0.90329581	0.23381653	0.41806897	0.310559663	0.761122117	0.041137595	0.252402304	0.580391767
16561	0.557862682	0.033426871	0.856231412	0.242066002	0.502439693	0.457066941	0.881619504	0.965333459	0.76332045	0.780427318	0.105219007	0.959307154	0.415159364
14736	0.475809212	0.872375321	0.713223064	0.109539257	0.818094459	0.564845686	0.327581222	0.81352145	0.527977922	0.013925773	0.446412763	0.503615751	0.433748579
12444	0.047828425	0.836963903	0.682343025	0.173554223	0.890478286	0.555512919	0.917269108	0.37316291	0.575865957	0.448856708	0.502300449	0.105906753	0.966674306
12087	0.813365066	0.920918365	0.653972167	0.954577303	0.936588189	0.241224764	0.101756198	0.847156993	0.780471159	0.627513197	0.544177778	0.878051734	0.399036787
11841	0.682152476	0.341911315	0.838974082	0.625759144	0.479097801	0.690911236	0.857235749	0.00818486	0.122258758	0.880019821	0.724494961	0.343524103	0.959513124
11731	0.691744155	0.551648699	0.775849556	0.425463497	0.993175945	0.815953615	0.208762929	0.959485613	0.470518131	0.758165416	0.277543921	0.208321986	0.302022092
11481	0.858159231	0.460893835	0.642502099	0.611738324	0.478288438	0.390352907	0.025673848	0.327277175	0.363410378	0.171495027	0.154879925	0.05223618	0.851936898
11353	0.993751231	0.866808008	0.326881861	0.358080209	0.32138085	0.854368212	0.327948041	0.294568295	0.622091393	0.207995954	0.334929578	0.837785629	0.92574129
10176	0.456064916	0.495543827	0.467688119	0.494116165	0.197870095	0.856935045	0.828808232	0.741766459	0.814490266	0.738467542	0.545711379	0.827540886	0.336311738
8270	0.558704668	0.945133995	0.825883958	0.829011821	0.601253011	0.116630394	0.966901533	0.823901169	0.112214919	0.170353324	0.294939299	0.006271399	0.586603204
7490	0.405364248	0.845896862	0.842212811	0.774520451	0.735519626	0.16391962	0.740733011	0.250706329	0.353521453	0.997612414	0.794564762	0.915677965	0.135718436
7458	0.96911365	0.59548825	0.17303965	0.059887482	0.297396215	0.700983616	0.231587869	0.49160501	0.611949309	0.23865735	0.69705308	0.286451269	0.022342398
7444	0.868480131	0.933844721	0.818373842	0.807376547	0.894262186	0.136250692	0.351530099	0.822931967	0.690034313	0.185276449	0.594534411	0.742297186	0.277510751
7053	0.84981365	0.695903451	0.464766569	0.880219098	0.85496815	0.078310917	0.98231149	0.232227436	0.24111561	0.361986203	0.367535416	0.349520306	0.640334523
6646	0.314610884	0.974760636	0.182817601	0.413162497	0.508176181	0.068384637	0.139774909	0.397559477	0.132580754	0.515520645	0.228796578	0.670749193	0.745603017
6376	0.431378358	0.321721016	0.017814526	0.674737375	0.709035316	0.758193228	0.003596925	0.3430856	0.234447979	0.097531887	0.77405812	0.146679817	0.890210489
6324	0.305296612	0.790192471	0.740223377	0.432508808	0.906896992	0.285271213	0.569882004	0.734246899	0.221051389	0.17253579	0.101984662	0.461491349	0.138705613
6050	0.456932978	0.866762749	0.482489867	0.074356115	0.183852932	0.911539336	0.516807609	0.062347146	0.888358007	0.394573018	0.176995499	0.443345847	0.999198825
5990	0.619114777	0.869909112	0.012864164	0.739544745	0.885794988	0.142969943	0.918206684	0.08234807	0.119515376	0.297776873	0.166664367	0.082696456	0.421177899
5930	0.936093375	0.47632593	0.561845846	0.612809086	0.611969483	0.31507101	0.591657692	0.91285775	0.290714637	0.375537649	0.298950068	0.240652012	0.955117325
5900	0.453298477	0.088883707	0.173687915	0.771791114	0.227048644	0.36937357	0.215588251	0.105885705	0.609012542	0.520187381	0.960221385	0.552846675	0.773381201
5691	0.835778268	0.779495993	0.511895585	0.146128564	0.5871928	0.296234531	0.181349724	0.139708118	0.6581288	0.99972733	0.501752215	0.036316744	0.789500105
5471	0.168633159	0.652723989	0.173160503	0.281691289	0.687455602	0.062558557	0.104139095	0.280195738	0.842307575	0.23448187	0.509374001	0.613190801	0.000145944
5346	0.878749967	0.036031975	0.778669271	0.697654493	0.260761386	0.430808845	0.290745495	0.711692445	0.861006884	0.715299414	0.64353563	0.583736105	0.940371112
5121	0.746615429	0.132442553	0.833432787	0.712215284	0.234700467	0.094801513	0.92525965	0.888017928	0.27227552	0.040452794	0.827328675	0.563840792	0.440001437
5085	0.644197635	0.825741281	0.09436645	0.719266562	0.615283366	0.309441833	0.580930789	0.605210113	0.460146216	0.664578852	0.743978351	0.362112011	0.5347812
4945	0.499289486	0.228087508	0.900630597	0.923099574	0.113055314	0.63431686	0.00209195	0.004932182	0.311926977	0.651300166	0.299893967	0.191724853	0.6452429
4937	0.556226757	0.140135282	0.88728897	0.355023187	0.771172496	0.800199103	0.26018825	0.905108584	0.107620395	0.300304314	0.889633055	0.608225842	0.434232059
4929	0.41722399	0.783305111	0.72204933	0.851197537	0.637469699	0.297713814	0.624975259	0.141696768	0.633495332	0.103147381	0.826221932	0.547595762	0.76002531
4746	0.345936609	0.807926781	0.463034161	0.572477141	0.83503319	0.577998444	0.425426006	0.431276238	0.639681481	0.0366538	0.919195387	0.908323024	0.086063546
4744	0.815964848	0.155282834	0.797599835	0.574928873	0.538481994	0.007236143	0.500079729	0.974244842	0.428686194	0.417399943	0.800217338	0.700334983	0.5119986
4723	0.425069211	0.472702179	0.660664434	0.954306572	0.3300784	0.172070403	0.487432752	0.984787862	0.069961106	0.158539579	0.92952069	0.150897695	0.80024991
4721	0.159161563	0.208422233	0.320077478	0.16202337	0.939325775	0.527945193	0.346920017	0.121418887	0.880911817	0.29674255	0.974208873	0.748266937	0.747178635
4603	0.883167555	0.119810663	0.244269492	0.107137116	0.605323015	0.901510691	0.510692597	0.818477024	0.106827195	0.373699955	0.012670572	0.625498455	0.737971958
4559	0.359104146	0.783921829	0.156072639	0.690270567	0.742274094	0.089539058	0.851845544	0.150816422	0.420366825	0.939273628	0.663214224	0.015339355	0.754042055
4550	0.549135487	0.748376807	0.39521227	0.13230514	0.247234213	0.632591988	0.709513164	0.224667104	0.947580095	0.064142415	0.819994803	0.26331972	0.262916411
4546	0.431883536	0.454181046	0.028423977	0.612900036	0.978257195	0.775222743	0.608316625	0.817429013	0.011163411	0.335761737	0.722615288	0.354949116	0.641385954
4543	0.76521738	0.265173132	0.33941183	0.755006733	0.698332147	0.574221007	0.02993981	0.737041882	0.008104518	0.071001402	0.501193964	0.066857432	0.237876383
4531	0.779037332	0.248051619	0.965679171	0.565805611	0.162050495	0.035497454	0.714679966	0.219721271	0.832533609	0.273783449	0.781241679	0.325793469	0.795956068
4529	0.239466308	0.894627844	0.763886972	0.917798722	0.327943289	0.749615497	0.110115169	0.694864442	0.601930068	0.091710515	0.732041262	0.206908076	0.422631358
4292	0.301161621	0.555937218	0.79226265	0.946651816	0.564598948	0.204738966	0.322854035	0.791523076	0.747161615	0.059526798	0.62487111	0.656135164	0.208179763
4219	0.123449909	0.933096466	0.630826154	0.746016245	0.039922376	0.346625606	0.841971952	0.017399592	0.95307391	0.443588529	0.585455248	0.916327024	0.368261157
3582	0.517161041	0.053574911	0.765795977	0.462235434	0.339343772	0.664459019	0.311268962	0.044118703	0.326770407	0.848692682	0.65668196	0.687277493	0.85651698
3465	0.524369525	0.016863234	0.797812142	0.059607932	0.163492198	0.640190951	0.392249907	0.617767038	0.503722763	0.533580663	0.348865019	0.16147213	0.732426508
3248	0.392670273	0.691978821	0.500322838	0.464284086	0.924396495	0.566432199	0.82374858	0.690420293	0.225118302	0.464056416	0.481749419	0.886341338	0.894126193
3228	0.635348631	0.781031597	0.276721459	0.993993507	0.749853812	0.94155551	0.523658252	0.515194974	0.803255262	0.989400191	0.010297136	0.734174424	0.881741348
3200	0.102287758	0.604404803	0.838975162	0.019793534	0.940675614	0.43190203	0.233091427	0.069267885	0.766498799	0.198436771	0.438757575	0.596719639	0.52023888
3143	0.676855458	0.228114878	0.130792101	0.200476357	0.304532541	0.323217189	0.774045701	0.299742086	0.227231759	0.772769033	0.007272069	0.368529918	0.756872067
3029	0.278460559	0.831257842	0.37802976	0.072673754	0.078074459	0.716931726	0.984074319	0.377425468	0.099798302	0.030195837	0.489993221	0.259326527	0.102986514
2936	0.885947717	0.645252317	0.728426077	0.43772948	0.026801728	0.866424496	0.943135908	0.006603739	0.386925608	0.665645051	0.872565079	0.621982185	0.421261857
2900	0.28769301	0.587750853	0.712021885	0.229505794	0.118637934	0.536226423	0.652715779	0.828576338	0.778660634	0.467767526	0.395278758	0.463288751	0.057183317
2476	0.74131564	0.593420206	0.639332393	0.742910044	0.107216216	0.963691737	0.22635728	0.964817224	0.98224116	0.650264403	0.388708813	0.956768784	0.107839315
2439	0.680141112	0.544339712	0.374795098	0.585852057	0.945248528	0.851091493	0.7402171	0.33949832	0.065527653	0.003481241	0.669377624	0.063239566	0.530636068
2438	0.732367901	0.755407051	0.393514602	0.036406856	0.793171211	0.925855373	0.157462879	0.344191767	0.912588405	0.361009221	0.222573695	0.979190207	0.011592806
2061	0.33205942	0.617918715	0.551067651	0.14747248	0.578382192	0.715135835	0.069204699	0.120890035	0.646407494	0.003027538	0.731143355	0.302115176	0.236185442
2039	0.802260533	0.503160897	0.231043329	0.733693475	0.630057002	0.264094869	0.461173177	0.296472361	0.348351121	0.693025317	0.183833912	0.993557997	0.793487184
2001	0.231823406	0.785654062	0.426328545	0.944533621	0.342855306	0.853854108	0.133968514	0.771056621	0.344650256	0.255456873	0.295552362	0.663747917	0.025467422
1996	0.037006913	0.053882082	0.622610118	0.247309646	0.404985168	0.791938595	0.332968822	0.711045834	0.241575963	0.742136202	0.469334135	0.806537908	0.314881108
1981	0.022887834	0.260782321	0.00466947	0.303231453	0.276634512	0.424924938	0.413101231	0.685986911	0.791746139	0.522702243	0.591198893	0.813454254	0.852406995
1941	0.745753271	0.925704395	0.164533052	0.83610836	0.828004954	0.434813739	0.865839013	0.548917153	0.105084791	0.100814647	0.698109151	0.696025139	0.186772155
1925	0.283015915	0.232577119	0.670784293	0.304959334	0.900733951	0.293264271	0.428668028	0.104218218	0.402981157	0.548002266	0.30746515	0.066922883	0.30903151
1922	0.052455959	0.485040002	0.769848659	0.835434337	0.8655375	0.593566639	0.485098927	0.130700569	0.934133622	0.92930978	0.508481649	0.015376085	0.843675697
1912	0.21395489	0.688235226	0.357192759	0.001060733	0.015047039	0.092784721	0.775003743	0.415215112	0.569056283	0.923360753	0.915590419	0.16394416	0.480839542
1878	0.456417088	0.846989395	0.395452957	0.83375345	0.527235465	0.166081566	0.107902688	0.667242962	0.476914882	0.098027786	0.616821109	0.745695298	0.437604787
1875	0.54294077	0.661036102	0.069741373	0.46913647	0.43076191	0.388772311	0.613151105	0.635665976	0.608345036	0.837683569	0.487399255	0.857516791	0.004535271
1872	0.43577001	0.926518338	0.978895171	0.868832235	0.130218189	0.694624688	0.677318628	0.568825764	0.973210892	0.693013622	0.840755889	0.491727313	0.695137632
1862	0.601977361	0.452244209	0.522423946	0.444298387	0.124901994	0.040410711	0.834704057	0.623945215	0.823170654	0.05293569	0.33483827	0.243284479	0.652654423
1806	0.58029218	0.025577806	0.565060442	0.49373429	0.929595256	0.825927863	0.104875286	0.521443898	0.601626473	0.32302823	0.189952697	0.923871514	0.158494678
1772	0.257090095	0.781871026	0.895293675	0.8628511	0.449635448	0.290154365	0.437925661	0.845201664	0.441161679	0.86046566	0.037380123	0.71223141	0.257958142
1708	0.990925258	0.036287282	0.447840043	0.140142682	0.580871333	0.932060582	0.898752355	0.482776034	0.788309966	0.919662336	0.932747036	0.795477768	0.711104586
1706	0.707808673	0.860348576	0.441343007	0.749896523	0.446068249	0.200978616	0.013719882	0.414253255	0.279789419	0.376274743	0.462421979	0.046340518	0.244645679
1704	0.958680945	0.41182101	0.224011473	0.723853522	0.898903051	0.728827757	0.986688628	0.59723698	0.230508821	0.649631065	0.736439577	0.61845567	0.718189856
1064	0.404839002	0.401001045	0.076848236	0.61646931	0.837336363	0.525306893	0.748082252	0.49870582	0.131410591	0.49335516	0.882760756	0.863248539	0.085427487
1029	0.131010304	0.132895075	0.337030815	0.093645118	0.124005107	0.790935536	0.125874268	0.441759104	0.354857056	0.588967034	0.894372546	0.461041914	0.835489611
892	0.141612321	0.904438762	0.033855262	0.691604758	0.36516036	0.369667012	0.741707699	0.338524218	0.459489763	0.425896498	0.74207913	0.180017376	0.45507376
816	0.439535079	0.858178989	0.563779803	0.850764991	0.012615865	0.695448604	0.870814403	0.196818978	0.903844751	0.259626954	0.176468249	0.242333354	0.262815345
812	0.735945822	0.186173367	0.717409003	0.93247551	0.503480993	0.425106817	0.188979106	0.473963614	0.70089568	0.74201377	0.93498567	0.443481308	0.912200934
782	0.691795559	0.026352007	0.157266223	0.179963061	0.875447133	0.582771024	0.835234368	0.148689736	0.01935424	0.16393598	0.162082758	0.819583177	0.750843683
657	0.817380664	0.332240072	0.434270167	0.269956167	0.80732402	0.579946326	0.982362372	0.439162899	0.291279918	0.628049362	0.167132396	0.730886056	0.615922642
573	0.487827146	0.417147958	0.998235618	0.901698354	0.65854158	0.733283754	0.671457011	0.076695929	0.166161201	0.342125605	0.81820967	0.137454871	0.877979762
458	0.250477259	0.489997573	0.721998608	0.815051063	0.092416466	0.57604798	0.684999785	0.572458299	0.100908414	0.516729002	0.31585316	0.445477875	0.089403449
453	0.407382378	0.834951553	0.416263109	0.181374909	0.498742819	0.320307159	0.727081178	0.710319083	0.338342567	0.022365454	0.387699616	0.304212581	0.565984654
448	0.411263653	0.610347126	0.272278998	0.466244625	0.120123032	0.980624293	0.854601787	0.953749701	0.742652449	0.728752888	0.922597866	0.94715781	0.465743955
443	0.18927696	0.680489228	0.199007175	0.113580292	0.828145701	0.199358963	0.043264179	0.306810098	0.092889371	0.187960765	0.160889248	0.761488432	0.400456956
307	0.429488422	0.343714476	0.40331797	0.75259398	0.930348459	0.145159004	0.697598446	0.324764313	0.546691993	0.79767976	0.11466506	0.469484601	0.039893792
299	0.016688971	0.773907209	0.284325761	0.421029088	0.634476796	0.435187153	0.07150598	0.27855442	0.112451737	0.273925	0.319195904	0.311858284	0.501890571
236	0.805176211	0.789867595	0.3848119	0.3807279	0.542203509	0.511259153	0.813755206	0.570998343	0.204245685	0.844457355	0.690282008	0.198336194	0.5499224
168	0.155009633	0.169113923	0.754495737	0.227939525	0.2009522	0.938895536	0.709542714	0.396616703	0.292656497	0.306270474	0.616003077	0.278331102	0.662763966
137	0.918980172	0.563464748	0.5617776	0.700928758	0.022871495	0.883500057	0.642321495	0.207630864	0.918272066	0.801901464	0.697754523	0.828826159	0.750592418
134	0.65790738	0.695459168	0.905693366	0.77755916	0.063517685	0.926799625	0.068742921	0.108959242	0.050270085	0.792413313	0.981791964	0.546126125	0.485704445
99	0.092281592	0.66651754	0.757332855	0.549900694	0.910314277	0.599527128	0.56151053	0.824873563	0.657874532	0.740957637	0.325624758	0.273824938	0.401628969
91	0.548762562	0.000576718	0.206127093	0.133993521	0.406237939	0.777474678	0.305559741	0.405199833	0.715696122	0.760380565	0.572865085	0.83827391	0.84764403
62	0.230445153	0.48366755	0.39944022	0.210505133	0.542721913	0.801205194	0.365155087	0.006814665	0.851374171	0.491325876	0.584328262	0.299143716	0.632149081
54	0.46404367	0.735359259	0.209215231	0.877011959	0.540672272	0.210503786	0.339461486	0.717353613	0.561669327	0.922253874	0.66921728	0.745178027	0.477244015
47	0.659558629	0.165732856	0.106094794	0.53116813	0.211876195	0.903421583	0.017659026	0.280692268	0.803147728	0.02114169	0.276545767	0.553959471	0.263504459
